pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,snr_value,can_separate,in_habitable_zone,suitable_radius,suitable_mass,suitable_temp,potential_magnetic_field,is_habitable,sy_gaiamag
Kepler-450 d,Kepler-450,1,3,Transit,2015,7.51464,0.082,0.837,17.6,1199.0,,6197.21,1.64,1.19,455.982,13.477691431093024,False,False,True,False,False,,,11.6525
Kepler-451 c,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,1460.0,,13.5,511.70374,,,29564.0,0.2,0.48,396.332,,,,False,False,,,,12.1376
Kepler-451 d,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,43.0,,13.5,559.378,,,29564.0,0.2,0.48,396.332,,,,False,False,,,,12.1376
Kepler-452 b,Kepler-452,1,1,Transit,2015,384.843,1.046,1.63,3.29,265.0,G2,5757.0,1.11,1.04,551.727,0.09828999704502603,False,True,False,True,True,True,,13.4048
Kepler-453 b,Kepler-453,2,1,Transit,2015,240.503,0.7903,6.204,16.0,,,5527.0,0.83,0.94,442.846,2.164762951297075,False,False,False,False,,,,13.5227
Kepler-454 b,Kepler-454,2,3,Transit,2015,10.5737534,0.09528,2.37,5.4,916.0,,5687.0,1.07,1.03,230.869,132.90138498244352,False,False,False,False,False,,,11.4395
Kepler-454 c,Kepler-454,2,3,Radial Velocity,2015,524.19,1.287,12.9,1433.40612,,,5687.0,1.07,1.03,230.869,21.58035767884562,False,True,False,False,,,,11.4395
Kepler-454 d,Kepler-454,2,3,Radial Velocity,2023,4073.0,5.1,13.3,734.18362,,,5687.0,1.07,1.03,230.869,1.460828528058095,False,False,False,False,,,,11.4395
Kepler-457 d,KOI-7892,1,3,Transit,2021,10.6906004,0.0996,2.985,9.19,1008.0,,6474.0,1.24,1.15,1072.3,12.011043848131122,False,False,False,False,False,,,14.2165
Kepler-458 c,KIC 9663113,1,2,Transit,2016,20.74028413,0.154,4.2,16.4,798.0,,6117.21,2.22,1.15,1594.74,14.413960014233021,False,False,False,False,False,,,13.9075
Kepler-46 b,Kepler-46,1,3,Transit,2012,33.60134,0.1968,9.057,1907.0,543.0,,5155.0,0.94,0.9,777.06,30.993109237843818,False,False,False,False,False,,,15.2548
Kepler-46 c,Kepler-46,1,3,Transit Timing Variations,2012,57.011,0.2799,13.5,119.499,455.0,,5155.0,0.94,0.9,777.06,34.04147266073401,False,False,False,False,False,,,15.2548
Kepler-46 d,Kepler-46,1,3,Transit,2014,6.766589,0.067,1.64,3.33,845.0,,5309.0,0.79,0.92,777.06,6.192744549626802,False,False,False,True,False,True,,15.2548
Kepler-460 c,KIC 5437945,1,2,Transit,2016,220.1303357,0.7211,5.52,26.1,389.0,,6146.0,1.26,1.17,1274.01,0.5731688513460206,False,False,False,False,False,,,13.7506
Kepler-461 b,Kepler-461,1,1,Transit,2016,8.31378306,0.0821,2.58,7.18,886.0,,5634.0,0.91,0.98,692.158,17.06968066820676,False,False,False,False,False,,,13.3335
Kepler-462 b,Kepler-462,1,2,Transit,2016,84.6866,0.4172,3.0,53.9,611.0,,7500.0,1.57,1.59,596.625,3.5805547592498344,False,False,False,False,False,,,11.6145
Kepler-462 c,Kepler-462,1,2,Transit,2020,207.62,0.7584,4.0,6.0,453.0,,7500.0,1.57,1.59,596.625,1.926281457296123,False,False,False,False,False,,,11.6145
Kepler-463 b,Kepler-463,1,1,Transit,2016,8.98101683,0.078,3.05,9.53,880.0,,5661.0,0.9,0.87,394.804,79.45704395683431,False,False,False,False,False,,,12.86
Kepler-464 b,Kepler-464,1,1,Transit,2016,7.25696522,0.0765,3.3,10.9,1163.0,,5933.0,1.59,1.21,667.604,105.55076805081104,False,False,False,False,False,,,12.6717
Kepler-465 b,Kepler-465,1,1,Transit,2016,9.94067247,0.0953,2.95,9.01,996.0,,6310.0,1.29,1.23,553.077,52.12744687167986,False,False,False,False,False,,,12.5914
Kepler-466 b,Kepler-466,1,2,Transit,2016,51.07926307,0.2671,2.85,8.5,503.0,,5927.0,1.05,1.04,530.122,4.4665159229969245,False,False,False,False,False,,,12.7632
Kepler-466 c,Kepler-466,1,2,Transit,2016,3.70921385,0.0465,1.25,2.1,1206.0,,5927.0,1.05,1.04,530.122,28.349216645755625,False,False,True,True,False,True,,12.7632
Kepler-467 b,Kepler-467,1,1,Transit,2016,24.99324193,0.1651,2.25,5.69,712.0,,5809.0,1.37,1.05,466.265,16.034166570645926,False,False,False,False,False,,,12.359
Kepler-468 b,Kepler-468,1,1,Transit,2016,38.47875707,0.2213,13.34,,484.0,,5498.0,0.87,0.96,442.871,140.22739004864772,False,False,False,,False,,,13.7299
Kepler-47 b,Kepler-47,2,3,Transit,2012,49.4643,0.2877,3.05,2.07,,,5636.0,0.94,0.96,1025.02,0.9451722957837574,False,False,False,True,,,,15.1626
Kepler-47 c,Kepler-47,2,3,Transit,2012,303.227,0.9638,4.65,3.17,,,5636.0,0.94,0.96,1025.02,0.19575960965172462,False,True,False,True,,,,15.1626
Kepler-47 d,Kepler-47,2,3,Transit,2019,187.366,0.6992,7.04,19.02,,,5636.0,0.94,0.96,1025.02,0.8525767939574433,False,False,False,False,,,,15.1626
Kepler-471 b,Kepler-471,1,1,Transit,2016,5.01423457,0.0626,14.96,37000.0,1308.0,,6733.0,1.8,1.49,1249.41,1185.3581105213154,False,False,False,False,False,,,13.7887
Kepler-472 b,Kepler-472,1,1,Transit,2016,4.17625551,0.0483,3.22,10.5,876.0,,4996.0,0.78,0.85,306.602,287.6449278209245,True,False,False,False,False,,,13.6698
Kepler-473 b,Kepler-473,1,1,Transit,2016,14.55731705,0.1186,4.08,15.6,879.0,,5816.0,1.34,1.06,905.937,25.891937509344658,False,False,False,False,False,,,13.3691
Kepler-474 b,Kepler-474,1,1,Transit,2016,5.66067294,0.0606,3.06,9.59,1115.0,,5785.0,1.08,0.99,841.496,41.99919861829994,False,False,False,False,False,,,13.4689
Kepler-475 b,Kepler-475,1,1,Transit,2016,3.10550819,0.0399,2.49,6.76,980.0,,5009.0,0.79,0.86,280.069,309.86819613081275,True,False,False,False,False,,,13.3163
Kepler-476 b,Kepler-476,1,1,Transit,2016,14.00640607,0.1126,3.08,9.69,807.0,,5837.0,1.09,1.03,813.535,13.43152002678709,False,False,False,False,False,,,13.8596
Kepler-477 b,Kepler-477,2,1,Transit,2016,11.11990653,0.0911,2.07,4.94,649.0,,5240.0,0.79,0.87,367.0,23.923570176415648,False,False,False,True,False,,,
Kepler-478 b,Kepler-478,1,1,Transit,2016,13.2217576,0.1032,2.71,7.8,640.0,,5210.0,0.8,0.85,420.0,25.018460401807907,False,False,False,False,False,,,13.9672
Kepler-479 b,Kepler-479,1,1,Transit,2016,12.49341307,0.0994,2.12,5.14,649.0,,5247.0,0.81,0.86,344.901,25.088811221665818,False,False,False,False,False,,,13.544
Kepler-48 b,Kepler-48,1,5,Transit,2012,4.778,0.053918,1.88,3.94,932.0,,5194.0,0.89,0.88,306.738,102.35121440081765,False,False,False,True,False,True,,13.0772
Kepler-48 c,Kepler-48,1,5,Transit,2012,9.67395,0.086293,2.71,14.61,736.0,,5194.0,0.89,0.88,306.738,83.0294759240178,False,False,False,False,False,,,13.0772
Kepler-48 d,Kepler-48,1,5,Transit,2014,42.8961,0.232907,2.04,7.93,448.0,,5194.0,0.89,0.88,306.738,6.45862548919519,False,False,False,False,False,,,13.0772
Kepler-48 e,Kepler-48,1,5,Radial Velocity,2014,982.0,1.898275,13.4,657.0,,,5194.0,0.89,0.88,306.738,4.195040814683326,False,False,False,False,,,,13.0772
Kepler-48 f,Kepler-48,1,5,Radial Velocity,2023,5219.681854,5.719188,13.8,298.581,,,5190.0,0.85,0.92,306.738,0.4470870756260343,False,False,False,False,,,,13.0772
Kepler-480 b,Kepler-480,1,1,Transit,2016,4.9195838,0.0605,2.78,8.15,1312.0,,6322.0,1.34,1.25,847.508,52.783821127742804,False,False,False,False,False,,,13.2113
Kepler-481 b,Kepler-481,1,1,Transit,2016,10.06082567,0.0894,2.5,6.8,899.0,,5802.0,1.09,1.01,813.724,14.031487867265021,False,False,False,False,False,,,13.8151
Kepler-482 b,Kepler-482,1,1,Transit,2016,56.35418576,0.2537,2.36,6.17,352.0,,4871.0,0.72,0.75,313.068,4.576892444091507,False,False,False,False,False,,,13.7621
Kepler-483 b,Kepler-483,1,1,Transit,2016,30.229104,0.2072,3.21,10.4,755.0,,6346.0,1.47,1.28,860.355,7.0066408731637315,False,False,False,False,False,,,13.3892
Kepler-484 b,Kepler-484,1,1,Transit,2016,10.04556931,0.0896,2.28,5.82,766.0,,5668.0,0.87,0.96,382.136,33.56265225992097,False,False,False,False,False,,,13.0002
Kepler-485 b,Kepler-485,1,1,Transit,2016,3.2432598,0.0433,14.41,35500.0,1243.0,,5958.0,1.09,1.07,1140.95,1010.8156084186584,False,False,False,False,False,,,14.8981
Kepler-487 b,Kepler-487,1,3,Transit,2016,15.3587684,0.1157,11.42,,662.0,,5444.0,0.88,0.91,872.343,99.14167984255405,False,False,False,,False,,,15.0647
Kepler-487 c,Kepler-487,1,3,Transit,2016,38.6519976,0.2141,2.68,7.65,487.0,,5444.0,0.88,0.91,872.343,1.594509227276827,False,False,False,False,False,,,15.0647
Kepler-487 d,Kepler-487,1,3,Transit,2021,2.41839004,0.0337,2.775,8.12,1226.0,,5422.0,0.89,0.87,872.343,70.57837021923008,False,False,False,False,False,,,15.0647
Kepler-489 b,Kepler-489,1,1,Transit,2016,17.27629612,0.1209,7.72,46.1,538.0,,5014.0,0.76,0.82,369.645,172.36120090787776,False,False,False,False,False,,,14.0178
Kepler-49 b,Kepler-49,1,4,Transit,2012,7.2,0.05929,2.579,9.77,509.0,M1 V,4095.6,0.62,0.61,311.222,75.09008293820222,False,False,False,False,False,,,15.2293
Kepler-49 c,Kepler-49,1,4,Transit,2012,10.91,0.07821,2.444,8.38,443.0,M1 V,4095.6,0.62,0.61,311.222,38.754365583005026,False,False,False,False,False,,,15.2293
Kepler-49 d,Kepler-49,1,4,Transit,2014,2.576549,0.031,1.6,3.19,717.0,M1 V,4252.0,0.56,0.55,311.222,86.24859976490504,True,False,False,True,False,True,,15.2293
Kepler-49 e,Kepler-49,1,4,Transit,2014,18.596108,0.116,1.56,3.05,371.0,M1 V,4252.0,0.56,0.55,311.222,5.855563482506231,False,False,False,True,False,True,,15.2293
Kepler-490 b,Kepler-490,1,1,Transit,2016,3.26869515,0.0453,11.65,,1597.0,,6045.0,1.12,1.08,1523.0,357.67755272027017,False,False,False,,False,,,14.8173
Kepler-491 b,Kepler-491,1,1,Transit,2016,4.22538451,0.0516,8.92,59.0,1111.0,,5582.0,1.03,1.04,630.785,796.7866341150736,False,False,False,False,False,,,13.9616
Kepler-493 b,Kepler-493,1,1,Transit,2016,3.00387658,0.0439,15.13,37500.0,1438.0,,6457.0,1.54,1.36,1745.77,924.3069210455159,False,False,False,False,False,,,15.0352
Kepler-495 b,Kepler-495,1,2,Transit,2016,3.41303622,0.0427,5.23,23.8,1200.0,,5346.0,0.83,0.86,658.924,238.03080213721222,False,False,False,False,False,,,14.6074
Kepler-495 c,Kepler-495,1,2,Transit,2021,5.89660978,0.0614,1.219,1.98,1000.0,,5392.0,1.09,0.89,658.924,10.785816132620326,False,False,True,True,False,True,,14.6074
Kepler-496 b,Kepler-496,1,1,Transit,2016,8.30864937,0.0747,2.32,5.99,747.0,,5293.0,0.82,0.86,605.274,17.703471378615536,False,False,False,False,False,,,14.796
Kepler-497 b,Kepler-497,1,1,Transit,2016,3.57320367,0.0457,6.04,30.4,1210.0,,5834.0,1.11,1.09,1291.98,128.9364928934229,False,False,False,False,False,,,15.0987
Kepler-498 b,Kepler-498,1,1,Transit,2016,9.61375356,0.0897,3.03,9.43,931.0,,5744.0,0.96,0.98,938.844,11.930426424723187,False,False,False,False,False,,,14.2463
Kepler-499 b,Kepler-499,1,1,Transit,2016,5.63252845,0.0598,2.17,5.35,844.0,,5312.0,0.83,0.87,556.726,29.267813327802095,False,False,False,False,False,,,14.349
Kepler-5 b,Kepler-5,1,1,Transit,2009,3.5484657,0.0538,15.984,670.93913,1750.0,,6297.0,1.79,1.37,899.777,3493.354643523545,False,False,False,False,False,,,13.2263
Kepler-50 b,Kepler-50,1,2,Transit,2012,7.81254,0.077,1.71,8.9,1196.0,,6225.0,1.58,1.24,250.11,196.81710158858888,False,False,False,False,False,,,10.3621
Kepler-50 c,Kepler-50,1,2,Transit,2012,9.37647,0.087,2.17,8.2,1125.0,,6225.0,1.58,1.24,250.11,248.27501907821912,False,False,False,False,False,,,10.3621
Kepler-500 b,Kepler-500,1,1,Transit,2016,8.5083244,0.0806,2.58,7.18,909.0,,5813.0,1.03,1.02,807.48,16.671713139334774,False,False,False,False,False,,,14.1736
Kepler-501 b,Kepler-501,1,2,Transit,2016,5.64067757,0.0627,4.3,17.1,1125.0,,5904.0,1.04,1.03,1125.24,40.17706281043614,False,False,False,False,False,,,14.7303
Kepler-501 c,Kepler-501,1,2,Transit,2021,3.62276006,0.0467,1.681,3.47,1304.0,,5794.0,1.22,1.03,1125.24,15.231090653073895,False,False,False,True,False,True,,14.7303
Kepler-502 b,Kepler-502,1,1,Transit,2016,4.28686431,0.0535,4.77,20.4,1217.0,,6125.0,1.22,1.15,1591.04,46.73977945466039,False,False,False,False,False,,,14.9719
Kepler-504 b,Kepler-504,2,1,Transit,2016,9.54927542,0.0646,1.59,3.15,374.0,,3519.0,0.33,0.33,99.0688,67.21764417922202,True,False,False,True,False,True,,14.4582
Kepler-505 b,Kepler-505,1,1,Transit,2016,27.52197994,0.1445,2.6,7.27,314.0,,3931.0,0.53,0.55,283.41,11.322241155571135,False,False,False,False,True,,,15.115
Kepler-506 b,Kepler-506,1,1,Transit,2016,6.8834055,0.075,2.73,7.9,1080.0,,6236.0,1.19,1.19,228.439,359.5474304563171,False,False,False,False,False,,,10.7836
Kepler-507 b,Kepler-507,1,1,Transit,2016,3.56809693,0.047794,1.3,5.69692,1407.0,,6113.0,1.32,1.16,391.644,84.04363994305628,False,False,True,False,False,,,11.9224
Kepler-508 b,Kepler-508,1,1,Transit,2016,25.30889748,0.1763,1.64,3.33,710.0,,6025.0,1.25,1.16,324.618,12.830923100254028,False,False,False,True,False,True,,11.6039
Kepler-509 b,Kepler-509,1,1,Transit,2016,41.74600392,0.2384,2.49,6.76,584.0,,6060.0,1.2,1.1,332.443,14.213934132997693,False,False,False,False,False,,,11.7836
Kepler-51 b,Kepler-51,1,3,Transit,2012,45.154,0.2514,7.1,2.1,543.0,,6018.0,0.94,1.04,783.831,11.470886612121477,False,False,False,True,False,,,14.6777
Kepler-51 c,Kepler-51,1,3,Transit,2012,85.312,0.384,9.0,4.0,439.0,,6018.0,0.94,1.04,783.831,7.9001148727583885,False,False,False,True,False,,,14.6777
Kepler-51 d,Kepler-51,1,3,Transit,2014,130.194,0.509,9.7,7.6,381.0,,6018.0,0.94,1.04,783.831,5.222984535708256,False,False,False,False,False,,,14.6777
Kepler-510 b,Kepler-510,1,1,Transit,2016,19.55659418,0.135146,2.47,6.66,797.0,,5746.0,1.41,0.91,386.177,44.53002415372133,False,False,False,False,False,,,11.9222
Kepler-511 b,Kepler-511,1,2,Transit,2016,296.637865,0.8589,6.35,33.1,332.0,,5770.0,1.2,1.0,651.999,1.8515305315892818,False,False,False,False,True,,,12.5832
Kepler-511 c,Kepler-511,1,2,Transit,2021,26.62949944,0.1722,4.21,16.5,742.0,,5866.0,1.42,0.96,651.999,28.351805896610994,False,False,False,False,False,,,12.5832
Kepler-512 b,Kepler-512,1,1,Transit,2016,34.43587975,0.2194,2.69,7.7,652.0,,5997.0,1.3,1.17,467.375,11.630196749811434,False,False,False,False,False,,,12.6135
Kepler-513 b,Kepler-513,1,1,Transit,2016,28.86235584,0.1789,2.2,5.48,623.0,,5849.0,1.06,1.02,468.258,7.749362901669904,False,False,False,False,False,,,12.8822
Kepler-514 b,Kepler-514,2,1,Transit,2016,5.65179605,0.0676,1.72,3.61,1248.0,,6106.0,1.44,1.28,455.336,64.7477244768516,False,False,False,True,False,True,,12.1325
Kepler-515 b,Kepler-515,2,1,Transit,2016,19.96371318,0.1333,1.46,2.73,564.0,,5293.0,0.83,0.9,255.0,12.709288451971581,False,False,True,True,False,True,,
Kepler-516 b,Kepler-516,1,1,Transit,2016,24.85462415,0.1992,5.74,27.9,1095.0,,7099.0,2.02,1.62,687.094,71.76547162779771,False,False,False,False,False,,,11.9642
Kepler-517 b,Kepler-517,2,1,Transit,2016,60.92832271,0.2897,2.67,7.61,467.0,,5690.0,0.98,0.95,289.907,9.70644683384971,False,False,False,False,False,,,12.1297
Kepler-518 b,Kepler-518,1,1,Transit,2016,8.51203588,0.081,2.11,5.1,839.0,,5842.0,0.88,0.96,337.901,46.02367169578388,False,False,False,False,False,,,12.5097
Kepler-519 b,Kepler-519,2,1,Transit,2016,24.3078946,0.1594,2.1,5.06,532.0,,5260.0,0.8,0.89,246.61,18.265037278800722,False,False,False,False,False,,,12.6181
Kepler-52 b,Kepler-52,1,3,Transit,2012,7.8773565,0.0637,2.1,135.0,553.0,M0 V,4075.0,0.52,0.54,321.542,28.42437960926497,False,False,False,False,False,,,15.0589
Kepler-52 c,Kepler-52,1,3,Transit,2012,16.3850021,0.10379,1.84,45.4,433.0,M0 V,4075.0,0.52,0.54,321.542,8.219698576348108,False,False,False,False,False,,,15.0589
Kepler-52 d,Kepler-52,1,3,Transit,2014,36.445171,0.182,1.95,4.46,332.0,M0 V,4263.0,0.56,0.58,321.542,3.4819865021349607,False,False,False,True,True,True,,15.0589
Kepler-520 b,Kepler-520,1,2,Transit,2016,19.67416124,0.144,1.66,3.39,711.0,,6112.0,1.09,1.1,623.901,4.05613895220241,False,False,False,True,False,True,,12.7602
Kepler-520 c,Kepler-520,1,2,Transit,2016,5.21104261,0.0594,1.07,1.24,1107.0,,6112.0,1.09,1.1,623.901,9.904129216527515,False,False,True,True,False,True,,12.7602
Kepler-521 b,Kepler-521,1,1,Transit,2016,22.20813214,0.1699,3.18,10.2,803.0,,6406.0,1.46,1.34,830.638,10.82304846415655,False,False,False,False,False,,,12.8908
Kepler-522 b,Kepler-522,1,1,Transit,2016,38.58422849,0.2551,6.91,38.2,761.0,,6392.0,1.98,1.54,639.239,70.39454905012124,False,False,False,False,False,,,12.1457
Kepler-523 b,Kepler-523,1,1,Transit,2016,5.83598311,0.0606,1.96,4.5,884.0,,5515.0,0.86,0.93,253.295,120.58979667859322,False,False,False,True,False,True,,12.481
Kepler-524 b,Kepler-524,1,2,Transit,2016,7.97419807,0.0791,1.91,4.31,974.0,,6014.0,1.1,1.09,1058.24,6.299858447738396,False,False,False,True,False,True,,13.8868
Kepler-524 c,Kepler-524,1,2,Transit,2016,1.88897906,0.0303,0.96,0.84,1574.0,,6014.0,1.1,1.09,1058.24,10.846115700020862,False,False,True,True,False,True,,13.8868
Kepler-525 b,Kepler-525,1,1,Transit,2016,18.68404933,0.1396,2.63,7.41,832.0,,5573.0,1.15,0.95,992.852,4.76175790169763,False,False,False,False,False,,,13.4906
Kepler-526 b,Kepler-526,1,1,Transit,2016,5.45849832,0.064,1.99,4.62,1099.0,,5894.0,1.14,1.15,666.146,28.315032122586732,False,False,False,True,False,True,,13.0384
Kepler-527 b,Kepler-527,1,1,Transit,2016,13.28535633,0.1179,2.84,8.45,1157.0,,6388.0,1.45,1.28,750.04,21.685838746365565,False,False,False,False,False,,,13.334
Kepler-528 b,Kepler-528,1,1,Transit,2016,19.78297415,0.1409,2.08,4.98,708.0,,5807.0,1.06,1.01,784.23,3.9813422311841014,False,False,False,True,False,,,13.9033
Kepler-529 b,Kepler-529,1,3,Transit,2016,1.98035766,0.0309,1.86,4.12,1662.0,,6087.0,1.14,1.07,799.008,73.75923044263803,False,False,False,True,False,True,,13.7399
Kepler-529 c,Kepler-529,1,3,Transit,2016,12.8345022,0.1075,2.0,4.66,891.0,,6087.0,1.14,1.07,799.008,7.046127705363221,False,False,False,True,False,True,,13.7399
Kepler-529 d,Kepler-529,1,3,Transit,2021,35.86619949,0.2134,2.795,8.22,633.0,,6078.0,1.19,1.01,799.008,3.8051033904419684,False,False,False,False,False,,,13.7399
Kepler-53 b,Kepler-53,1,3,Transit,2012,18.6489525,0.139,2.89,111.0,701.0,,5858.0,0.89,0.98,1366.07,1.8348484118740602,False,False,False,False,False,,,15.3877
Kepler-53 c,Kepler-53,1,3,Transit,2012,38.5583038,0.2255,3.17,36.0,550.0,,5858.0,0.89,0.98,1366.07,0.8388021545622664,False,False,False,False,False,,,15.3877
Kepler-53 d,Kepler-53,1,3,Transit,2014,9.751962,0.091,2.12,5.14,870.0,,6085.0,0.96,0.98,1366.07,2.6803128923358397,False,False,False,False,False,,,15.3877
Kepler-530 b,Kepler-530,2,1,Transit,2016,39.30941904,0.2212,3.01,9.32,488.0,,5697.0,0.89,0.97,457.709,7.001060892554649,False,False,False,False,False,,,13.3949
Kepler-531 b,Kepler-531,1,1,Transit,2016,29.88485741,0.1694,2.78,8.15,453.0,,4893.0,0.75,0.78,252.762,23.711648065685882,False,False,False,False,False,,,13.2923
Kepler-532 b,Kepler-532,1,1,Transit,2016,12.92491623,0.1012,2.57,7.13,620.0,,5192.0,0.79,0.87,312.798,41.136891299446106,False,False,False,False,False,,,13.5036
Kepler-533 b,Kepler-533,1,1,Transit,2016,28.51120525,0.165,3.38,11.4,423.0,,4758.0,0.72,0.78,302.955,23.701413979131985,False,False,False,False,False,,,13.9246
Kepler-534 b,Kepler-534,1,2,Transit,2016,15.95994513,0.1272,2.24,5.65,721.0,,5884.0,0.98,1.05,570.659,9.145777327459758,False,False,False,False,False,,,13.231
Kepler-534 c,Kepler-534,1,2,Transit,2021,7.37868977,0.0761,1.227,2.02,933.0,,5936.0,0.97,1.07,570.659,7.511210590824405,False,False,True,True,False,True,,13.231
Kepler-535 b,Kepler-535,1,1,Transit,2016,4.90332155,0.0594,2.36,6.17,1247.0,,6123.0,1.27,1.18,685.599,54.16493258680353,False,False,False,False,False,,,13.1197
Kepler-536 b,Kepler-536,1,1,Transit,2016,1.8270823,0.0276,3.1,9.8,1877.0,,5524.0,0.89,0.92,462.322,467.5156101882542,True,False,False,False,False,,,13.7823
Kepler-537 b,Kepler-537,1,1,Transit,2016,3.24755522,0.0442,1.41,2.57,1181.0,,5763.0,0.99,1.07,439.4,51.65875920770141,False,False,True,True,False,True,,13.0657
Kepler-538 b,Kepler-538,2,1,Transit,2016,81.73778,0.3554,2.215,12.9,417.0,,5534.0,0.87,0.89,155.956,12.087791042461294,False,False,False,False,False,,,11.1647
Kepler-539 b,Kepler-539,1,2,Transit,2016,125.63243,0.4988,8.373,308.2951,388.0,G2 V,5820.0,0.95,1.05,307.318,26.926537266130147,False,False,False,False,False,,,12.379
Kepler-539 c,Kepler-539,1,2,Transit Timing Variations,2016,1000.0,2.42,13.3,762.792,253.0,G2 V,5820.0,0.95,1.05,307.318,2.8863152514187966,False,False,False,False,True,,,12.379
Kepler-54 b,Kepler-54,1,3,Transit,2012,8.0109434,0.0619,2.1,3.09,453.0,M1 V,3705.0,0.5,0.51,271.701,38.97757594455998,False,False,False,True,False,,,15.8133
Kepler-54 c,Kepler-54,1,3,Transit,2012,12.0717249,0.0809,1.23,2.1,395.0,M1 V,3705.0,0.5,0.51,271.701,7.828358655984944,False,False,True,True,False,True,,15.8133
Kepler-54 d,Kepler-54,1,3,Transit,2014,20.995694,0.126,1.53,2.96,328.0,M1 V,4252.0,0.55,0.52,271.701,6.042055033562436,False,False,False,True,True,True,,15.8133
Kepler-540 b,Kepler-540,1,1,Transit,2016,172.7049784,0.5886,2.71,7.8,355.0,,5946.0,1.08,1.02,390.374,1.6224966461013555,False,False,False,False,False,,,12.1868
Kepler-541 b,Kepler-541,1,1,Transit,2016,5.08005848,0.0641,3.36,11.2,1673.0,,6166.0,2.06,1.41,1060.68,103.64018429538106,False,False,False,False,False,,,13.228
Kepler-542 b,Kepler-542,1,1,Transit,2016,13.14497566,0.1038,1.57,3.09,698.0,,5526.0,0.9,0.93,436.016,9.747309673734879,False,False,False,True,False,True,,13.4161
Kepler-543 b,Kepler-543,1,1,Transit,2016,13.89961966,0.098,2.5,6.8,521.0,,4671.0,0.67,0.7,221.802,59.380869911580916,False,False,False,False,False,,,13.3744
Kepler-544 b,Kepler-544,1,1,Transit,2016,21.41616926,0.1553,2.12,5.14,748.0,,6206.0,1.22,1.16,963.18,2.989740947600254,False,False,False,False,False,,,13.5408
Kepler-545 b,Kepler-545,1,1,Transit,2016,13.24934059,0.1087,2.69,7.7,806.0,,5882.0,1.07,1.04,818.001,10.478650564464695,False,False,False,False,False,,,14.105
Kepler-546 b,Kepler-546,1,1,Transit,2016,4.14702026,0.0502,7.0,39.1,1258.0,,5967.0,1.15,1.11,1019.65,247.3330079987131,False,False,False,False,False,,,14.251
Kepler-547 b,Kepler-547,1,1,Transit,2016,6.01038429,0.058,4.0,15.1,768.0,,4828.0,0.73,0.78,378.972,176.47998913804653,False,False,False,False,False,,,14.207
Kepler-548 b,Kepler-548,1,1,Transit,2016,4.45419434,0.0495,11.99,,1017.0,,5535.0,0.9,0.93,751.776,840.8839694388971,False,False,False,,False,,,14.9844
Kepler-549 b,Kepler-549,1,3,Transit,2016,42.9495649,0.2283,2.57,11.0,487.0,,5360.0,0.84,0.88,635.145,2.2164974125172305,False,False,False,False,False,,,14.6226
Kepler-549 c,Kepler-549,1,3,Transit,2016,117.040498,0.4453,2.93,8.91,349.0,,5360.0,0.84,0.88,635.145,0.7572558820104784,False,False,False,False,True,,,14.6226
Kepler-549 d,Kepler-549,1,3,Transit,2023,24.61480613,0.1575,4.2,16.4,586.0,,5312.0,0.99,0.86,635.145,17.27675149846329,False,False,False,False,False,,,14.6226
Kepler-55 b,Kepler-55,1,5,Transit,2012,27.9481449,0.1593,2.43,43.0,400.0,,4362.0,0.58,0.62,578.796,2.33660843715604,False,False,False,False,False,,,15.7813
Kepler-55 c,Kepler-55,1,5,Transit,2012,42.1516418,0.2095,2.21,69.8,349.0,,4362.0,0.58,0.62,578.796,1.1174328582807802,False,False,False,False,True,,,15.7813
Kepler-55 d,Kepler-55,1,5,Transit,2014,2.211099,0.029,1.59,3.15,931.0,,4503.0,0.62,0.63,578.796,34.49296991794578,False,False,False,True,False,True,,15.7813
Kepler-55 e,Kepler-55,1,5,Transit,2014,4.617534,0.048,1.55,3.02,728.0,,4503.0,0.62,0.63,578.796,11.965015302931551,False,False,False,True,False,True,,15.7813
Kepler-55 f,Kepler-55,1,5,Transit,2014,10.198545,0.081,1.59,3.15,559.0,,4503.0,0.62,0.63,578.796,4.421366819233715,False,False,False,True,False,True,,15.7813
Kepler-550 b,Kepler-550,1,1,Transit,2016,8.60010411,0.0747,4.42,17.9,760.0,,5322.0,0.83,0.87,531.944,85.23690865206197,False,False,False,False,False,,,14.4716
Kepler-551 b,Kepler-551,1,1,Transit,2016,12.3764661,0.0893,2.73,7.9,483.0,,4286.0,0.63,0.65,311.175,38.30840575829037,False,False,False,False,False,,,14.8603
Kepler-552 b,Kepler-552,1,1,Transit,2016,5.26341577,0.0612,3.95,14.8,1103.0,,5863.0,1.04,1.03,843.689,63.29847571210083,False,False,False,False,False,,,14.2624
Kepler-553 b,Kepler-553,1,2,Transit,2016,4.030467,0.04766,4.741,116.00737,1089.0,,5191.0,0.9,0.89,728.525,151.017728748103,False,False,False,False,False,,,14.9567
Kepler-553 c,Kepler-553,1,2,Transit,2016,328.24017,0.898,11.579,2129.45033,251.0,,5191.0,0.9,0.89,728.525,2.537380127880653,False,False,False,False,True,,,14.9567
