pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,snr_value,can_separate,in_habitable_zone,suitable_radius,suitable_mass,suitable_temp,potential_magnetic_field,is_habitable,sy_gaiamag
Kepler-554 b,Kepler-554,1,1,Transit,2016,1.90220856,0.0293,4.29,17.0,1346.0,,5447.0,0.92,0.93,690.525,380.53638245168935,False,False,False,False,False,,,14.2961
Kepler-555 b,Kepler-555,1,1,Transit,2016,16.21775407,0.1201,2.83,8.4,664.0,,5894.0,1.04,1.03,973.121,6.341906653089291,False,False,False,False,False,,,14.161
Kepler-556 b,Kepler-556,1,1,Transit,2016,11.72292176,0.0973,2.24,5.65,766.0,,5740.0,0.98,1.0,674.598,11.184907812565914,False,False,False,False,False,,,14.1247
Kepler-557 b,Kepler-557,1,1,Transit,2016,3.70598955,0.0469,2.67,7.61,1281.0,,6068.0,1.16,1.11,2097.12,9.916222241681586,False,False,False,False,False,,,14.6387
Kepler-558 b,Kepler-558,1,1,Transit,2016,29.00790538,0.1759,2.37,6.21,498.0,,5242.0,0.81,0.85,661.876,2.718828311550669,False,False,False,False,False,,,14.9538
Kepler-559 b,Kepler-559,1,1,Transit,2016,17.58752333,0.1277,3.61,12.7,706.0,,5630.0,0.95,0.96,776.708,11.95540418324517,False,False,False,False,False,,,14.7424
Kepler-56 b,Kepler-56,1,3,Transit,2012,10.5016,0.1028,6.51,22.1,1378.0,,4840.0,4.23,1.32,912.994,860.836425853582,False,False,False,False,False,,,12.4298
Kepler-56 c,Kepler-56,1,3,Transit,2012,21.40239,0.1652,9.8,181.0,1087.0,,4840.0,4.23,1.32,912.994,755.3999526319228,False,False,False,False,False,,,12.4298
Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016,1002.0,2.16,12.8,1784.0,,,4819.44,4.22,1.67,912.994,7.502422053443059,False,False,False,False,,,,12.4298
Kepler-560 b,Kepler-560,2,1,Transit,2016,18.47764449,0.0899,1.72,3.61,298.0,,3556.0,0.33,0.34,109.308,33.36272332134279,True,False,False,True,True,True,,14.7511
Kepler-561 b,Kepler-561,1,2,Transit,2016,58.3620495,0.2918,6.96,38.7,446.0,,5646.0,0.94,0.96,621.378,13.019426838728052,False,False,False,False,False,,,14.3316
Kepler-561 c,Kepler-561,1,2,Transit,2016,5.35016198,0.0593,2.68,7.65,989.0,,5646.0,0.94,0.96,621.378,46.7416633014991,False,False,False,False,False,,,14.3316
Kepler-562 b,Kepler-562,1,1,Transit,2016,18.00931444,0.1333,5.21,23.7,658.0,,5575.0,0.9,0.93,992.769,12.55462518872634,False,False,False,False,False,,,14.7427
Kepler-563 b,Kepler-563,1,1,Transit,2016,22.18432708,0.1418,3.09,9.75,546.0,,5066.0,0.77,0.8,565.207,8.813144355628975,False,False,False,False,False,,,14.7389
Kepler-564 b,Kepler-564,1,1,Transit,2016,3.75083228,0.0484,4.63,19.4,1129.0,,5626.0,0.92,0.95,863.037,103.98916313549782,False,False,False,False,False,,,14.7194
Kepler-565 b,Kepler-565,1,1,Transit,2016,4.24374723,0.0501,3.64,12.9,1063.0,,5735.0,0.95,0.98,1041.0,43.96155715740659,False,False,False,False,False,,,
Kepler-566 b,Kepler-566,1,1,Transit,2016,18.42794624,0.1247,2.15,5.27,526.0,,5132.0,0.79,0.83,564.277,5.826577104967881,False,False,False,False,False,,,14.9644
Kepler-567 b,Kepler-567,1,1,Transit,2016,16.54297375,0.1229,2.25,5.69,611.0,,5148.0,0.79,0.84,558.81,6.69864734200097,False,False,False,False,False,,,14.6694
Kepler-568 b,Kepler-568,1,1,Transit,2016,11.02347475,0.0794,2.26,5.73,429.0,,3768.0,0.53,0.55,130.645,133.33434328346544,True,False,False,False,False,,,14.2513
Kepler-569 b,Kepler-569,1,1,Transit,2016,34.18890521,0.1981,3.16,10.1,526.0,,5616.0,0.93,0.95,638.301,5.401570659860631,False,False,False,False,False,,,14.0822
Kepler-57 b,Kepler-57,1,2,Transit,2012,5.72,0.06,3.135,25.06,850.0,,5187.9,0.83,0.86,644.14,45.32817526692553,False,False,False,False,False,,,14.7738
Kepler-57 c,Kepler-57,1,2,Transit,2012,11.6,0.096,2.196,6.86,671.0,,5187.9,0.83,0.86,644.14,8.687960792530333,False,False,False,False,False,,,14.7738
Kepler-570 b,Kepler-570,1,1,Transit,2016,4.301662,0.0497,2.45,6.57,1009.0,,5496.0,0.9,0.93,568.148,60.979161143633284,False,False,False,False,False,,,14.3288
Kepler-571 b,Kepler-571,1,1,Transit,2016,4.79859939,0.0546,2.64,7.46,978.0,,5527.0,0.9,0.93,723.875,36.13935784067854,False,False,False,False,False,,,14.6536
Kepler-572 b,Kepler-572,1,1,Transit,2016,17.20523483,0.1192,2.58,7.18,553.0,,5212.0,0.79,0.83,504.667,11.479719305370246,False,False,False,False,False,,,14.4853
Kepler-573 b,Kepler-573,1,1,Transit,2016,22.18329658,0.1486,2.79,8.2,646.0,,5746.0,1.02,0.99,771.471,6.162145101331624,False,False,False,False,False,,,14.1359
Kepler-574 b,Kepler-574,1,1,Transit,2016,7.65880414,0.0723,2.39,6.3,858.0,,5612.0,0.91,0.95,682.896,19.404070960917952,False,False,False,False,False,,,14.5392
Kepler-575 b,Kepler-575,1,1,Transit,2016,9.37891944,0.0788,2.39,6.3,803.0,,5710.0,0.95,0.97,853.977,11.384087609936836,False,False,False,False,False,,,14.7124
Kepler-576 b,Kepler-576,1,1,Transit,2016,29.91136794,0.179,3.27,10.7,541.0,,5672.0,0.97,0.99,617.55,8.233579055679177,False,False,False,False,False,,,14.382
Kepler-577 b,Kepler-577,1,1,Transit,2016,25.69578251,0.1348,2.55,7.04,314.0,,4984.0,0.73,0.78,524.247,6.938640535234239,False,False,False,False,True,,,14.9368
Kepler-578 b,Kepler-578,1,1,Transit,2016,1.6168837,0.0266,2.0,4.66,1774.0,,5334.0,0.83,0.87,541.432,132.85107183631192,True,False,False,True,False,True,,14.4107
Kepler-579 b,Kepler-579,1,1,Transit,2016,9.66857723,0.0854,2.0,4.66,730.0,,5636.0,0.96,0.99,530.765,17.942467272077206,False,False,False,True,False,True,,14.2462
Kepler-58 b,Kepler-58,1,4,Transit,2012,10.2184954,0.0927,2.78,35.5,920.0,,5843.0,1.03,0.95,969.252,10.15619805248775,False,False,False,False,False,,,14.8663
Kepler-58 c,Kepler-58,1,4,Transit,2012,15.5741568,0.1228,2.86,53.0,799.0,,5843.0,1.03,0.95,969.252,6.125427026794723,False,False,False,False,False,,,14.8663
Kepler-58 d,Kepler-58,1,4,Transit,2014,40.101371,0.236,2.94,8.96,583.0,,6099.0,1.13,1.04,969.252,2.109376630463331,False,False,False,False,False,,,14.8663
Kepler-58 e,Kepler-58,1,4,Transit,2023,4.45814897,0.0533,1.61,3.22,1212.0,,6100.0,1.08,1.02,969.252,11.328474550172979,False,False,False,True,False,True,,14.8663
Kepler-580 b,Kepler-580,1,1,Transit,2016,8.22241966,0.0683,2.57,7.13,558.0,,4298.0,0.64,0.67,323.899,55.27968668961529,False,False,False,False,False,,,14.9505
Kepler-581 b,Kepler-581,1,1,Transit,2016,40.6069821,0.2259,2.63,7.41,521.0,,5772.0,1.0,1.0,703.758,2.7367324745780373,False,False,False,False,False,,,14.5302
Kepler-582 b,Kepler-582,1,1,Transit,2016,18.49235668,0.1254,3.68,13.1,603.0,,5564.0,0.91,0.93,613.179,18.967443686716827,False,False,False,False,False,,,14.9129
Kepler-583 b,Kepler-583,1,1,Transit,2016,6.5100253,0.0689,2.28,5.82,1017.0,,5523.0,0.91,0.94,867.271,12.056031821996351,False,False,False,False,False,,,14.7985
Kepler-584 b,Kepler-584,1,1,Transit,2016,35.1810304,0.2281,4.21,16.5,664.0,,6195.0,1.24,1.17,1848.84,1.532351275625752,False,False,False,False,False,,,14.8141
Kepler-585 b,Kepler-585,1,1,Transit,2016,2.75235975,0.0375,2.83,8.4,1178.0,,5593.0,0.93,0.96,585.187,143.84239098035746,False,False,False,False,False,,,14.0171
Kepler-586 b,Kepler-586,1,1,Transit,2016,2.10472218,0.0331,2.79,8.2,1365.0,,5575.0,0.92,0.94,693.766,124.94015757216938,False,False,False,False,False,,,14.4125
Kepler-587 b,Kepler-587,1,1,Transit,2016,10.94027841,0.0952,2.23,5.6,764.0,,5549.0,0.89,0.92,787.894,7.001325292897212,False,False,False,False,False,,,14.8658
Kepler-588 b,Kepler-588,1,1,Transit,2016,4.22162536,0.052,2.63,7.41,1176.0,,5835.0,1.0,1.01,1209.4,17.48899611065091,False,False,False,False,False,,,14.6813
Kepler-589 b,Kepler-589,1,2,Transit,2016,16.54964934,0.1196,2.27,5.77,656.0,,5296.0,0.83,0.88,612.803,6.608513391106527,False,False,False,False,False,,,14.6611
Kepler-589 c,Kepler-589,1,2,Transit,2021,3.52466011,0.0426,1.117,1.45,1098.0,,5372.0,0.92,0.83,612.803,15.496051007176634,False,False,True,True,False,True,,14.6611
Kepler-59 b,Kepler-59,1,2,Transit,2012,11.8681707,0.104,1.1,1.37,864.0,,6074.0,0.94,1.04,1163.22,0.7305512320998316,False,False,True,True,False,True,,14.2786
Kepler-59 c,Kepler-59,1,2,Transit,2012,17.9801235,0.1372,1.98,4.58,752.0,,6074.0,0.94,1.04,1163.22,1.3600477102179667,False,False,False,True,False,True,,14.2786
Kepler-590 b,Kepler-590,1,1,Transit,2016,5.85296257,0.0647,4.02,15.2,1056.0,,6000.0,1.15,1.1,1421.81,25.255507312421816,False,False,False,False,False,,,14.4165
Kepler-591 b,Kepler-591,1,1,Transit,2016,81.1694299,0.3554,3.39,11.4,436.0,,5677.0,0.94,0.97,785.137,1.3041554729914555,False,False,False,False,False,,,14.4607
Kepler-592 b,Kepler-592,1,1,Transit,2016,2.82019241,0.0397,2.39,6.3,1367.0,,5913.0,1.04,1.04,1153.13,29.47982662570331,False,False,False,False,False,,,14.6275
Kepler-593 b,Kepler-593,1,1,Transit,2016,21.21708973,0.1508,2.87,8.6,706.0,,5967.0,1.1,1.08,973.76,4.622134930513579,False,False,False,False,False,,,14.4995
Kepler-594 b,Kepler-594,1,1,Transit,2016,13.64618192,0.1089,2.18,5.39,678.0,,5485.0,0.87,0.91,769.2,5.126455381395621,False,False,False,False,False,,,14.7563
Kepler-595 b,Kepler-595,1,2,Transit,2016,25.3029092,0.1582,3.708,17.4,535.0,,5138.5,0.82,0.93,643.009,8.934291005171472,False,False,False,False,False,,,14.7628
Kepler-595 c,Kepler-595,1,2,Transit,2020,12.38602,0.0983,1.009,3.3,679.0,,5138.5,0.82,0.93,643.009,1.7134399883495788,False,False,True,True,False,True,,14.7628
Kepler-596 b,Kepler-596,1,1,Transit,2016,21.30022655,0.156,3.46,11.8,725.0,,6267.0,1.32,1.21,1023.85,8.176702449357364,False,False,False,False,False,,,14.0136
Kepler-597 b,Kepler-597,1,1,Transit,2016,13.02365861,0.1056,2.37,6.21,743.0,,5683.0,0.95,0.97,663.418,10.328602523950298,False,False,False,False,False,,,14.0185
Kepler-598 b,Kepler-598,1,2,Transit,2016,3.70175428,0.0438,1.5,2.86,1050.0,,5307.0,0.86,0.87,681.086,18.69938369479717,False,False,True,True,False,True,,14.7207
Kepler-598 c,Kepler-598,1,2,Transit,2020,86.4945,0.3576,3.024,9.4,367.0,,5245.0,0.9,0.9,681.086,1.2486757160415287,False,False,False,False,False,,,14.7207
Kepler-599 b,Kepler-599,1,1,Transit,2016,15.65562652,0.1128,2.84,8.45,623.0,,5127.0,0.79,0.83,558.517,12.682353964590924,False,False,False,False,False,,,14.9483
Kepler-6 b,Kepler-6,1,1,Transit,2009,3.2346996,0.04852,14.617,212.31044,1460.0,,5647.0,1.39,1.21,587.039,5088.27530172749,False,False,False,False,False,,,13.1714
Kepler-60 b,Kepler-60,1,3,Transit,2012,7.1334,0.0719,1.71,4.19,1102.0,,5905.0,1.26,1.04,1025.1,8.545609889489208,False,False,False,True,False,True,,13.9132
Kepler-60 c,Kepler-60,1,3,Transit,2012,8.9187,0.0835,1.9,3.85,1023.0,,5905.0,1.26,1.04,1025.1,7.822451409587532,False,False,False,True,False,True,,13.9132
Kepler-60 d,Kepler-60,1,3,Transit,2012,11.8981,0.1012,1.99,4.16,929.0,,5905.0,1.26,1.04,1025.1,5.841895055774786,False,False,False,True,False,True,,13.9132
Kepler-600 b,Kepler-600,1,1,Transit,2016,23.67517607,0.1536,2.9,8.75,528.0,,5279.0,0.81,0.84,619.723,6.089594481135931,False,False,False,False,False,,,14.701
Kepler-601 b,Kepler-601,1,1,Transit,2016,5.37886844,0.056,1.9,4.27,833.0,,5160.0,0.79,0.85,414.825,41.7499045336507,False,False,False,True,False,True,,14.0013
Kepler-602 b,Kepler-602,1,1,Transit,2016,15.28469497,0.1224,2.09,5.02,852.0,,6062.0,1.13,1.08,1159.31,2.770049051368588,False,False,False,False,False,,,14.4779
Kepler-603 b,Kepler-603,1,3,Transit,2016,21.05358596,0.1502,2.65,7.51,731.0,,5808.0,1.01,1.01,1539.63,1.3395591661906574,False,False,False,False,False,,,14.8159
Kepler-603 c,Kepler-603,1,3,Transit,2016,127.9075774,0.5001,6.5,34.5,401.0,,5808.0,1.01,1.01,1539.63,0.726980935727691,False,False,False,False,False,,,14.8159
Kepler-603 d,Kepler-603,1,3,Transit,2016,6.2171292,0.0666,1.32,2.3,1098.0,,5808.0,1.01,1.01,1539.63,1.690477606067815,False,False,True,True,False,True,,14.8159
Kepler-604 b,Kepler-604,1,1,Transit,2016,25.85501786,0.1735,2.59,7.22,637.0,,5890.0,1.03,1.02,1026.49,2.243704058965476,False,False,False,False,False,,,14.6798
Kepler-605 b,Kepler-605,1,2,Transit,2016,3.38353807,0.042,1.44,2.67,1133.0,,5462.0,0.88,0.91,556.58,29.3857347948272,False,False,True,True,False,True,,14.1363
Kepler-605 c,Kepler-605,1,2,Transit,2016,2.35895152,0.033,0.86,0.566,1278.0,,5462.0,0.88,0.91,556.58,16.977712466496662,False,False,True,True,False,True,,14.1363
Kepler-606 b,Kepler-606,1,1,Transit,2016,24.31575992,0.17,3.31,11.0,683.0,,6161.0,1.22,1.13,1215.11,3.8216122127163175,False,False,False,False,False,,,14.6644
Kepler-607 b,Kepler-607,1,2,Transit,2016,0.6381632,0.0135,0.87,0.59,1874.0,,5196.0,0.8,0.84,519.122,98.63069049446321,True,False,True,True,False,True,,14.3746
Kepler-607 c,Kepler-607,1,2,Transit,2021,39.67679977,0.2122,2.76,8.05,473.0,,5244.0,0.89,0.81,519.122,4.972428529888116,False,False,False,False,False,,,14.3746
Kepler-608 b,Kepler-608,1,1,Transit,2016,6.41251504,0.0685,3.64,12.9,1069.0,,5820.0,1.01,1.0,946.683,32.14069141531438,False,False,False,False,False,,,14.657
Kepler-609 b,Kepler-609,1,1,Transit,2016,6.52121067,0.0682,3.35,11.2,932.0,,5971.0,1.14,1.09,1065.82,27.603416377648347,False,False,False,False,False,,,14.8041
Kepler-61 b,Kepler-61,1,1,Transit,2013,59.87756,0.24861,2.15,5.27,273.0,K7 V,4017.0,0.62,0.64,335.079,2.5605230536080006,False,False,False,False,True,,,15.0426
Kepler-610 b,Kepler-610,1,2,Transit,2016,6.99692655,0.0719,4.19,16.3,888.0,,5943.0,1.13,1.1,845.824,60.613190446677365,False,False,False,False,False,,,14.7698
Kepler-610 c,Kepler-610,1,2,Transit,2016,151.86392,0.5594,3.3,10.9,318.0,,5943.0,1.13,1.1,845.824,0.6211261798784748,False,False,False,False,True,,,14.7698
Kepler-611 b,Kepler-611,1,1,Transit,2016,2.4370333,0.0351,1.65,3.36,1513.0,,5761.0,1.01,1.01,1395.56,11.574423715552523,False,False,False,True,False,True,,14.5717
Kepler-612 b,Kepler-612,1,1,Transit,2016,3.72215641,0.0452,2.84,8.45,1046.0,,5693.0,0.96,0.98,1445.53,17.411975923904517,False,False,False,False,False,,,14.9103
Kepler-613 b,Kepler-613,1,1,Transit,2016,15.77979614,0.1232,2.29,5.86,713.0,,5723.0,0.96,0.98,861.494,4.290298415053412,False,False,False,False,False,,,14.5892
Kepler-614 b,Kepler-614,1,1,Transit,2016,14.03491514,0.1027,2.39,6.3,641.0,,5268.0,0.81,0.85,527.995,12.745748147977142,False,False,False,False,False,,,14.5441
Kepler-615 b,Kepler-615,1,1,Transit,2016,10.35584657,0.085,1.74,3.68,620.0,,4655.0,0.69,0.73,330.0,18.32023106179759,False,False,False,True,False,True,,14.3489
Kepler-616 b,Kepler-616,1,3,Transit,2016,9.99761851,0.0927,2.43,6.48,860.0,,5753.0,0.97,0.98,945.775,7.228045662172053,False,False,False,False,False,,,14.9475
Kepler-616 c,Kepler-616,1,3,Transit,2016,90.4113556,0.4024,3.41,11.5,413.0,,5753.0,0.97,0.98,945.775,0.7553715478456452,False,False,False,False,False,,,14.9475
Kepler-616 d,Kepler-616,1,3,Transit,2021,51.06740189,0.2749,2.653,7.52,499.0,,6004.0,0.98,1.06,945.775,1.0000034808586455,False,False,False,False,False,,,14.9475
Kepler-617 b,Kepler-617,1,1,Transit,2016,1.68269615,0.0219,1.32,2.3,750.0,M1 V,3712.0,0.48,0.51,173.354,278.53153545634393,True,False,True,True,False,True,,14.8277
Kepler-618 b,Kepler-618,1,1,Transit,2016,3.59576964,0.046,2.6,7.27,1296.0,,5860.0,1.08,1.05,1221.96,24.955401639599835,False,False,False,False,False,,,14.8038
Kepler-619 b,Kepler-619,1,3,Transit,2016,5.4042722,0.0611,3.16,10.1,1073.0,,5980.0,1.11,1.09,900.678,40.62548818106802,False,False,False,False,False,,,14.6704
Kepler-619 c,Kepler-619,1,3,Transit,2016,1.20846503,0.0225,1.69,3.5,1767.0,,5980.0,1.11,1.09,900.678,85.6870558508422,False,False,False,True,False,True,,14.6704
Kepler-619 d,Kepler-619,1,3,Transit,2023,11.67894236,0.1021,4.17,16.2,830.0,,6122.0,0.96,1.04,900.678,18.950644397418543,False,False,False,False,False,,,14.6704
Kepler-62 b,Kepler-62,1,5,Transit,2013,5.714932,0.0553,1.31,9.0,750.0,K2 V,4925.0,0.64,0.69,300.874,25.391184253269124,False,False,True,False,False,,,13.7197
Kepler-62 c,Kepler-62,1,5,Transit,2013,12.4417,0.0929,0.54,4.0,578.0,K2 V,4925.0,0.64,0.69,300.874,1.5287860808527616,False,False,True,True,False,True,,13.7197
Kepler-62 d,Kepler-62,1,5,Transit,2013,18.16406,0.12,1.95,14.0,510.0,K2 V,4925.0,0.64,0.69,300.874,11.948059011321527,False,False,False,False,False,,,13.7197
Kepler-62 e,Kepler-62,1,5,Transit,2013,122.3874,0.427,1.61,36.0,270.0,K2 V,4925.0,0.64,0.69,300.874,0.6432601242703759,False,False,False,False,True,,,13.7197
Kepler-62 f,Kepler-62,1,5,Transit,2013,267.291,0.718,1.41,35.0,208.0,K2 V,4925.0,0.64,0.69,300.874,0.17449378578006305,False,False,True,False,True,,,13.7197
Kepler-620 b,Kepler-620,1,1,Transit,2016,12.91375431,0.1053,3.32,11.0,849.0,,6155.0,1.22,1.15,1355.28,8.055287168393248,False,False,False,False,False,,,14.6381
Kepler-621 b,Kepler-621,1,1,Transit,2016,2.62811375,0.031,2.3,5.9,737.0,,4521.0,0.68,0.72,389.0,168.2096499849288,True,False,False,False,False,,,14.8956
Kepler-622 b,Kepler-622,1,1,Transit,2016,14.28226676,0.0978,2.13,5.18,446.0,,4201.0,0.61,0.64,284.761,21.766076365726775,False,False,False,False,False,,,14.6521
Kepler-623 b,Kepler-623,1,1,Transit,2016,9.07097734,0.0854,3.01,9.32,825.0,,5443.0,0.86,0.9,737.702,16.88310146506199,False,False,False,False,False,,,14.9634
Kepler-624 b,Kepler-624,1,1,Transit,2016,14.58649607,0.1172,2.31,5.95,852.0,,6117.0,1.18,1.1,748.188,9.662984308015032,False,False,False,False,False,,,13.4569
Kepler-625 b,Kepler-625,1,2,Transit,2016,7.75192492,0.0768,1.99,4.62,852.0,,5789.0,0.96,1.04,760.708,10.692769666024445,False,False,False,True,False,True,,13.2641
Kepler-625 c,Kepler-625,1,2,Transit,2016,4.1653651,0.0508,1.05,1.16,1048.0,,5789.0,0.96,1.04,760.708,6.803896092701624,False,False,True,True,False,True,,13.2641
Kepler-626 b,Kepler-626,1,1,Transit,2016,14.48585199,0.115,2.29,5.86,784.0,,5813.0,1.05,1.01,635.643,10.820002091451219,False,False,False,False,False,,,13.9435
Kepler-627 b,Kepler-627,1,1,Transit,2016,40.6994443,0.2327,3.73,13.4,685.0,,6424.0,1.49,1.3,984.307,5.8875727504144795,False,False,False,False,False,,,13.949
Kepler-629 b,Kepler-629,1,1,Transit,2016,7.2385854,0.0712,1.38,2.48,816.0,,5444.0,0.84,0.93,372.05,19.149354537915464,False,False,True,True,False,True,,13.358
Kepler-63 b,Kepler-63,1,1,Transit,2013,9.4341505,0.08,6.11,120.0,791.0,,5576.0,0.9,0.98,194.033,1254.978450200662,False,False,False,False,False,,,11.5352
Kepler-630 b,Kepler-630,1,1,Transit,2016,161.4743937,0.5729,3.18,10.2,343.0,,5829.0,1.04,1.02,839.784,0.4725285810776411,False,False,False,False,True,,,13.8518
Kepler-631 b,Kepler-631,1,1,Transit,2016,17.97979059,0.1447,2.9,8.75,828.0,,6185.0,1.33,1.24,761.966,12.237452796675218,False,False,False,False,False,,,13.493
Kepler-632 b,Kepler-632,1,1,Transit,2016,30.99660733,0.1885,2.21,5.52,500.0,,5322.0,0.84,0.91,349.0,7.962868733049007,False,False,False,False,False,,,
Kepler-633 b,Kepler-633,1,2,Transit,2016,8.50340718,0.0815,1.63,3.29,1021.0,,5899.0,1.15,1.02,680.54,11.422163132985217,False,False,False,True,False,True,,
Kepler-633 c,Kepler-633,1,2,Transit,2021,23.78319931,0.1618,2.296,5.89,725.0,,5877.0,1.27,1.0,680.54,7.012725850689086,False,False,False,False,False,,,
Kepler-634 b,Kepler-634,1,1,Transit,2016,5.16950177,0.0578,1.89,4.23,1309.0,,6075.0,1.24,1.03,888.027,20.847738978578416,False,False,False,True,False,True,,13.4921
Kepler-635 b,Kepler-635,1,1,Transit,2016,23.44971004,0.1764,2.64,7.46,802.0,,6174.0,1.51,1.33,1141.08,3.922224063641086,False,False,False,False,False,,,13.2638
Kepler-636 b,Kepler-636,2,1,Transit,2016,16.08066115,0.1185,4.45,18.1,614.0,,5203.0,0.8,0.85,310.301,93.73395562873417,False,False,False,False,False,,,
Kepler-637 b,Kepler-637,1,1,Transit,2016,23.20584623,0.1867,4.75,20.2,1002.0,,6096.0,2.56,1.64,786.091,68.64878669672963,False,False,False,False,False,,,13.3288
Kepler-638 b,Kepler-638,1,1,Transit,2016,6.07972888,0.0632,1.83,4.01,1111.0,,5382.0,0.93,0.88,991.214,7.380725696623836,False,False,False,True,False,True,,13.5186
Kepler-639 b,Kepler-639,1,1,Transit,2016,10.21420496,0.0966,2.38,6.26,957.0,,5896.0,1.29,1.14,850.242,13.973138806064684,False,False,False,False,False,,,13.2686
Kepler-640 b,Kepler-640,1,1,Transit,2016,22.24813967,0.1566,2.56,7.08,609.0,,5653.0,0.94,1.01,557.787,7.589538107993783,False,False,False,False,False,,,13.687
Kepler-641 b,Kepler-641,1,1,Transit,2016,9.48961571,0.0879,1.85,4.08,926.0,,5713.0,1.13,1.02,969.918,6.012464917598493,False,False,False,True,False,True,,13.7625
Kepler-642 b,Kepler-642,1,1,Transit,2016,4.41745855,0.0589,2.9,8.75,1810.0,,6570.0,1.66,1.4,781.582,109.35344880718318,False,False,False,False,False,,,13.2945
Kepler-643 b,Kepler-643,1,1,Transit,2016,16.33889626,0.126,10.16,321.0083,963.0,,4908.0,2.52,1.0,1063.58,365.0119501282919,False,False,False,False,False,,,13.7694
Kepler-644 b,Kepler-644,1,1,Transit,2016,3.1739171,0.0466,3.15,10.1,1655.0,,6747.0,1.81,1.49,1318.05,86.16733337585978,False,False,False,False,False,,,13.9601
Kepler-645 b,Kepler-645,1,1,Transit,2016,3.27582262,0.049,2.1,5.06,1730.0,,6170.0,1.21,1.13,1173.57,19.52536548037167,False,False,False,False,False,,,14.0305
Kepler-646 b,Kepler-646,1,1,Transit,2016,15.87364565,0.1149,1.99,4.62,632.0,,5634.0,0.91,0.93,451.794,12.169366255177087,False,False,False,True,False,True,,13.7654
Kepler-647 b,Kepler-647,1,2,Transit,2016,16.2254649,0.1222,1.17,1.71,788.0,,6020.0,1.07,1.03,1087.87,0.8868350845476247,False,False,True,True,False,True,,13.9345
Kepler-647 c,Kepler-647,1,2,Transit,2020,29.6663,0.1827,4.001,15.1,644.0,,5906.74,1.55,1.07,1087.87,9.735749779585516,False,False,False,False,False,,,13.9345
Kepler-648 b,Kepler-648,1,1,Transit,2016,17.4211749,0.1341,3.22,10.5,674.0,,5741.0,0.98,1.05,636.03,13.68835114516241,False,False,False,False,False,,,13.9145
Kepler-649 b,Kepler-649,1,1,Transit,2016,29.90722674,0.1805,2.26,5.73,564.0,,5871.0,0.94,0.97,513.748,5.248290727138791,False,False,False,False,False,,,13.3936
Kepler-65 b,Kepler-65,1,4,Transit,2012,2.15491,0.035,1.42,2.4,1740.0,,6211.0,1.41,1.25,303.728,354.7391855513501,True,False,True,True,False,True,,10.9656
Kepler-65 c,Kepler-65,1,4,Transit,2012,5.859944,0.068,2.58,5.4,1246.0,,6211.0,1.41,1.25,303.728,310.23454188547606,False,False,False,False,False,,,10.9656
Kepler-65 d,Kepler-65,1,4,Transit,2012,8.13123,0.084,1.52,4.14,1117.0,,6211.0,1.41,1.25,303.728,70.56627101326754,False,False,False,True,False,True,,10.9656
